UNITID,EFCSTATE,LINE,EFRES01,EFRES02
157438,21,21,533,321
157447,21,21,1170,1123
157483,21,21,726,569
157535,21,21,169,162
157553,21,21,417,332
157614,21,21,31,12
157650,21,21,56,30
157669,21,21,22,14
157678,21,21,43,24
157711,21,21,791,495
157739,21,21,284,193
157757,21,21,66,62
157809,21,21,216,208
157951,21,21,2022,1937
158802,21,21,1,1
159391,21,21,10,10
159647,21,21,1,1
159656,21,21,2,2
159993,21,21,1,1
160612,21,21,2,2
160621,21,21,3,3
160658,21,21,1,1
160755,21,21,3,3
160904,21,21,6,6
161004,21,21,4,4
161253,21,21,3,2
161341,21,21,1,1
161554,21,21,1,0
162654,21,21,1,0
163204,21,21,2,0
163268,21,21,1,1
163286,21,21,1,1
164155,21,21,10,8
164465,21,21,3,3
164988,21,21,5,5
165015,21,21,3,3
165334,21,21,1,1
165662,21,21,1,1
166027,21,21,8,8
166629,21,21,1,1
166683,21,21,11,9
166939,21,21,1,1
167358,21,21,4,4
168005,21,21,1,0
168148,21,21,4,4
168421,21,21,1,1
168528,21,21,2,2
168786,21,21,1,1
169248,21,21,2,2
169442,21,21,1,1
169798,21,21,2,2
170082,21,21,2,2
171100,21,21,7,7
171492,21,21,13,0
171571,21,21,1,1
172699,21,21,2,2
173258,21,21,2,2
174066,21,21,5,5
174251,21,21,1,1
175430,21,21,1,1
175616,21,21,1,1
175856,21,21,2,2
176017,21,21,45,45
176080,21,21,16,16
176372,21,21,1,1
176910,21,21,1,1
176947,21,21,1,1
176965,21,21,2,2
177135,21,21,1,0
178387,21,21,2,1
178396,21,21,8,8
178402,21,21,2,2
178411,21,21,1,1
178448,21,21,1,1
178721,21,21,1,1
179557,21,21,7,7
179867,21,21,11,11
179894,21,21,4,4
180461,21,21,2,2
180814,21,21,6,0
181464,21,21,2,2
181783,21,21,1,1
182670,21,21,9,8
183026,21,21,151,0
183275,21,21,1,1
183877,21,21,1,0
185509,21,21,1,0
186131,21,21,5,5
186380,21,21,3,2
186584,21,21,1,1
187532,21,21,9,0
187985,21,21,5,5
189097,21,21,2,2
189228,21,21,1,1
189547,21,21,1,1
190044,21,21,1,1
190099,21,21,2,2
190415,21,21,6,6
190503,21,21,6,3
191241,21,21,2,2
191649,21,21,1,1
192448,21,21,4,4
192703,21,21,1,1
192819,21,21,1,1
193900,21,21,9,9
193973,21,21,1,1
194091,21,21,1,0
194222,21,21,1,1
194578,21,21,1,0
195003,21,21,6,6
195720,21,21,1,1
196060,21,21,1,1
196088,21,21,2,1
196097,21,21,1,1
196158,21,21,1,0
196291,21,21,1,0
196413,21,21,3,2
197045,21,21,2,2
197151,21,21,1,1
197869,21,21,3,3
197911,21,21,1,1
198066,21,21,2,2
198136,21,21,1,1
198303,21,21,2,2
198330,21,21,1,0
198385,21,21,7,7
198464,21,21,4,4
198516,21,21,5,5
198534,21,21,1,1
198808,21,21,2,2
198899,21,21,2,2
199102,21,21,3,2
199111,21,21,3,3
199120,21,21,8,7
199148,21,21,2,1
199193,21,21,7,7
199218,21,21,3,3
199412,21,21,1,1
199971,21,21,1,0
200004,21,21,6,2
200280,21,21,1,0
201061,21,21,10,9
201195,21,21,2,2
201441,21,21,5,5
201469,21,21,1,1
201548,21,21,1,1
201645,21,21,6,6
201654,21,21,42,40
201885,21,21,359,316
201946,21,21,14,8
201955,21,21,28,20
202170,21,21,4,2
202222,21,21,2,2
202356,21,21,2,0
202480,21,21,48,47
202523,21,21,10,10
202648,21,21,1,1
202763,21,21,2,2
203085,21,21,1,1
203128,21,21,4,4
203331,21,21,59,11
203517,21,21,14,14
203748,21,21,1,0
203845,21,21,3,3
204194,21,21,7,7
204200,21,21,20,20
204486,21,21,22,17
204635,21,21,2,2
204796,21,21,25,25
204839,21,21,14,14
204857,21,21,17,17
204866,21,21,1,1
204936,21,21,2,2
204945,21,21,1,1
205443,21,21,52,44
205470,21,21,2,1
206011,21,21,1,0
206507,21,21,3,3
206589,21,21,8,8
206613,21,21,1,1
206695,21,21,1,1
206914,21,21,1,1
207281,21,21,1,1
207324,21,21,1,1
207388,21,21,1,1
207458,21,21,1,0
207582,21,21,6,5
207962,21,21,2,1
207971,21,21,1,1
209551,21,21,2,2
210605,21,21,1,0
210669,21,21,1,1
211088,21,21,1,1
211440,21,21,2,2
211927,21,21,1,0
212045,21,21,1,1
212106,21,21,1,1
212115,21,21,1,1
212133,21,21,1,1
212656,21,21,1,1
212805,21,21,2,2
213011,21,21,2,2
213385,21,21,3,3
215062,21,21,6,6
215266,21,21,1,1
215293,21,21,3,3
215442,21,21,4,4
215655,21,21,1,1
215929,21,21,1,1
216524,21,21,1,1
216597,21,21,2,2
217013,21,21,1,1
217156,21,21,2,2
217518,21,21,1,1
217633,21,21,3,2
217688,21,21,1,0
217749,21,21,6,5
217819,21,21,8,8
217864,21,21,5,5
217873,21,21,1,1
217882,21,21,15,14
217907,21,21,1,1
217925,21,21,5,2
217934,21,21,2,2
218070,21,21,12,12
218353,21,21,1,0
218441,21,21,1,0
218539,21,21,1,1
218654,21,21,2,2
218724,21,21,18,18
218964,21,21,1,1
218973,21,21,7,5
219204,21,21,3,0
219259,21,21,2,1
219602,21,21,66,27
219806,21,21,1,1
219994,21,21,3,0
220057,21,21,1,1
220075,21,21,8,7
220181,21,21,8,8
220473,21,21,10,9
220516,21,21,1,1
220598,21,21,2,2
220710,21,21,3,3
220862,21,21,5,5
221096,21,21,5,5
221148,21,21,11,5
221184,21,21,4,0
221397,21,21,2,2
221519,21,21,10,10
221661,21,21,4,4
221740,21,21,2,2
221768,21,21,14,12
221838,21,21,30,22
221847,21,21,6,6
221999,21,21,23,22
222053,21,21,4,2
222062,21,21,1,1
222992,21,21,2,0
223232,21,21,6,5
223816,21,21,5,0
224147,21,21,1,1
224891,21,21,1,1
227216,21,21,1,1
227757,21,21,3,3
228246,21,21,10,9
228431,21,21,1,1
228547,21,21,1,0
228723,21,21,6,6
228778,21,21,2,2
228787,21,21,5,5
228802,21,21,1,1
228875,21,21,2,1
229027,21,21,1,1
229115,21,21,4,0
229267,21,21,2,2
230171,21,21,1,1
230597,21,21,2,0
230603,21,21,2,0
230728,21,21,3,3
230746,21,21,1,1
230764,21,21,5,5
230782,21,21,2,1
230959,21,21,1,1
231174,21,21,9,9
231420,21,21,1,1
231624,21,21,4,4
232025,21,21,1,1
232186,21,21,3,3
232557,21,21,54,27
232566,21,21,2,1
232788,21,21,1,1
233277,21,21,1,1
233374,21,21,4,4
233426,21,21,1,1
233648,21,21,3,2
233921,21,21,3,3
234030,21,21,1,1
234076,21,21,7,6
234085,21,21,6,6
234207,21,21,11,11
237039,21,21,1,0
237118,21,21,2,0
237312,21,21,1,1
237330,21,21,1,1
237525,21,21,49,48
237817,21,21,25,14
237899,21,21,5,5
237932,21,21,1,1
237969,21,21,2,2
238032,21,21,10,10
238430,21,21,1,0
238458,21,21,1,1
239017,21,21,1,0
239071,21,21,1,1
240107,21,21,1,1
240268,21,21,1,1
240277,21,21,1,1
240444,21,21,9,8
240462,21,21,2,2
241836,21,21,7,0
243744,21,21,10,8
243780,21,21,60,57
243832,21,21,3,0
244437,21,21,2,2
245953,21,21,1,1
247940,21,21,609,441
248934,21,21,2,0
262086,21,21,2,0
262129,21,21,1,0
262341,21,21,1,0
384254,21,21,1,1
399911,21,21,1,1
403487,21,21,1,1
407470,21,21,1,0
418889,21,21,2,0
426314,21,21,13,1
433387,21,21,14,0
433660,21,21,5,5
434672,21,21,1,1
437103,21,21,1,1
441371,21,21,27,0
442329,21,21,7,4
444954,21,21,9,2
445027,21,21,38,4
445249,21,21,2,0
445708,21,21,1,1
447689,21,21,1,1
449959,21,21,1,0
455284,21,21,2,1
456959,21,21,1,1
461759,21,21,17,4
480091,21,21,9,1
482158,21,21,1,1
482477,21,21,19,0
482680,21,21,1,1
483124,21,21,24,7
483595,21,21,1,1
484613,21,21,23,3
485111,21,21,3,3
486840,21,21,2,2
487092,21,21,3,3
488077,21,21,24,0
489779,21,21,22,0
492476,21,21,5,0
492962,21,21,18,0
494278,21,21,1,0
494287,21,21,1,0
495767,21,21,8,6
100663,22,22,29,29
100706,22,22,4,3
100724,22,22,26,26
100751,22,22,150,149
100760,22,22,1,1
100830,22,22,2,2
100858,22,22,39,38
100937,22,22,4,4
101161,22,22,11,10
101435,22,22,4,4
101569,22,22,1,1
101648,22,22,2,2
101709,22,22,2,2
102030,22,22,3,3
102049,22,22,20,18
102067,22,22,2,2
102094,22,22,28,28
102234,22,22,41,40
102368,22,22,2,1
102429,22,22,1,1
102553,22,22,1,0
102614,22,22,2,2
104151,22,22,23,23
104179,22,22,12,11
104577,22,22,2,2
104586,22,22,2,2
104717,22,22,18,4
105330,22,22,3,3
105525,22,22,1,0
105668,22,22,2,0
106245,22,22,3,3
106397,22,22,58,58
106412,22,22,18,17
106449,22,22,1,1
106458,22,22,2,2
106467,22,22,4,4
106704,22,22,4,4
107071,22,22,10,10
107512,22,22,13,13
107558,22,22,4,2
107974,22,22,25,19
107983,22,22,50,49
108232,22,22,7,2
110592,22,22,2,2
110635,22,22,5,5
110662,22,22,8,8
110671,22,22,1,1
110680,22,22,6,6
110705,22,22,2,2
113698,22,22,1,0
114859,22,22,1,0
115126,22,22,1,0
117195,22,22,1,0
117946,22,22,1,1
119164,22,22,1,1
120254,22,22,1,0
121150,22,22,1,1
122409,22,22,2,2
122436,22,22,1,1
122612,22,22,2,2
122931,22,22,4,4
123554,22,22,1,1
123563,22,22,1,1
123961,22,22,11,11
125231,22,22,2,0
126207,22,22,1,0
126359,22,22,1,0
126562,22,22,4,4
126580,22,22,3,2
126614,22,22,20,19
126775,22,22,5,5
126818,22,22,7,6
126827,22,22,39,1
126942,22,22,4,0
126951,22,22,2,1
127060,22,22,6,6
127556,22,22,1,0
128106,22,22,1,0
128391,22,22,1,1
129215,22,22,1,1
129367,22,22,1,0
129941,22,22,1,1
130183,22,22,50,6
130624,22,22,2,2
130697,22,22,1,1
130794,22,22,16,16
130934,22,22,2,2
130943,22,22,1,1
131113,22,22,3,0
131469,22,22,6,5
131496,22,22,6,6
131520,22,22,38,38
132602,22,22,7,7
132709,22,22,1,1
132903,22,22,3,3
133492,22,22,4,4
133553,22,22,8,7
133650,22,22,13,2
133872,22,22,1,1
133881,22,22,4,4
134097,22,22,18,18
134130,22,22,6,6
134608,22,22,1,0
135717,22,22,1,0
135726,22,22,6,6
136172,22,22,2,2
136233,22,22,2,2
136330,22,22,1,1
136473,22,22,1,0
136950,22,22,3,3
137078,22,22,2,1
137351,22,22,4,4
137564,22,22,14,13
137759,22,22,2,0
138187,22,22,3,2
138309,22,22,3,0
138716,22,22,2,2
138947,22,22,8,8
139144,22,22,2,1
139205,22,22,1,1
139630,22,22,1,1
139658,22,22,8,8
139755,22,22,7,7
139861,22,22,1,1
139931,22,22,3,3
139940,22,22,17,15
139959,22,22,20,20
140234,22,22,4,4
140951,22,22,28,27
141060,22,22,14,8
141264,22,22,2,1
141574,22,22,4,3
142443,22,22,2,0
143118,22,22,1,1
144281,22,22,7,7
144351,22,22,2,2
144740,22,22,4,3
145637,22,22,1,1
145691,22,22,1,0
146339,22,22,1,1
146676,22,22,1,1
146719,22,22,5,5
147013,22,22,2,1
147916,22,22,1,0
148016,22,22,1,1
148487,22,22,1,1
148627,22,22,1,1
148654,22,22,1,1
149222,22,22,2,2
149231,22,22,1,1
150987,22,22,2,0
151111,22,22,1,1
151290,22,22,1,0
151324,22,22,1,1
151351,22,22,1,1
152080,22,22,26,25
152318,22,22,2,2
152390,22,22,1,1
153269,22,22,1,1
153366,22,22,4,4
153384,22,22,1,1
153524,22,22,1,0
153533,22,22,1,1
153658,22,22,2,2
153825,22,22,3,3
154013,22,22,1,1
154095,22,22,1,1
154493,22,22,10,3
154642,22,22,1,1
154697,22,22,3,2
154721,22,22,1,1
154925,22,22,2,2
154934,22,22,1,1
154952,22,22,1,1
155098,22,22,5,5
155104,22,22,5,4
155195,22,22,4,3
155210,22,22,2,0
155317,22,22,2,2
155399,22,22,1,1
155618,22,22,1,1
155627,22,22,3,3
155715,22,22,1,1
155812,22,22,3,3
155900,22,22,1,1
156125,22,22,2,2
156295,22,22,1,1
156408,22,22,3,3
156620,22,22,2,1
157058,22,22,4,4
157076,22,22,1,1
157085,22,22,8,8
157216,22,22,1,1
157483,22,22,1,1
157757,22,22,2,2
157951,22,22,4,2
158431,22,22,1063,591
158802,22,22,195,192
158884,22,22,240,108
159197,22,22,134,60
159382,22,22,390,312
159391,22,22,4702,4608
159407,22,22,696,573
159647,22,22,1579,1538
159656,22,22,397,378
159717,22,22,898,860
159939,22,22,1056,1019
159993,22,22,1025,990
160010,22,22,181,88
160038,22,22,1280,1165
160074,22,22,97,97
160472,22,22,58,18
160524,22,22,103,9
160612,22,22,2158,2032
160621,22,22,1121,1034
160630,22,22,97,82
160649,22,22,354,201
160658,22,22,2553,2453
160667,22,22,476,345
160755,22,22,163,144
160904,22,22,263,200
161004,22,22,1,0
161217,22,22,1,0
161253,22,22,1,1
161509,22,22,1,1
162283,22,22,1,1
163204,22,22,5,3
163295,22,22,3,3
163453,22,22,2,1
164155,22,22,13,9
164465,22,22,2,2
164988,22,22,5,5
165334,22,22,2,2
165662,22,22,3,2
166027,22,22,11,9
166629,22,22,1,1
166638,22,22,2,1
166683,22,22,3,2
167358,22,22,7,7
167835,22,22,1,1
167987,22,22,1,1
168148,22,22,4,4
169248,22,22,2,2
169521,22,22,1,1
169655,22,22,2,0
171100,22,22,4,3
171456,22,22,2,2
171483,22,22,10,9
173045,22,22,1,1
173258,22,22,4,4
173647,22,22,2,2
174066,22,22,1,1
175430,22,22,6,5
175519,22,22,5,5
175573,22,22,31,25
175616,22,22,6,6
175643,22,22,5,5
175652,22,22,3,1
175810,22,22,7,7
175829,22,22,2,2
175856,22,22,66,57
175883,22,22,9,9
175935,22,22,4,4
175980,22,22,73,73
176017,22,22,110,106
176035,22,22,3,3
176053,22,22,64,64
176080,22,22,111,108
176372,22,22,169,167
176479,22,22,11,10
176947,22,22,3,3
177065,22,22,1,0
177144,22,22,2,2
177940,22,22,3,3
178369,22,22,6,6
178396,22,22,3,3
178402,22,22,1,1
178411,22,22,1,1
179326,22,22,3,3
179539,22,22,1,0
179557,22,22,3,3
179867,22,22,5,5
179894,22,22,2,1
180461,22,22,1,1
180814,22,22,2,0
181002,22,22,1,1
181330,22,22,1,1
181534,22,22,1,1
182005,22,22,1,0
182290,22,22,2,2
182670,22,22,9,8
183026,22,22,205,1
185590,22,22,2,1
185873,22,22,1,0
186131,22,22,8,7
186399,22,22,1,1
186469,22,22,1,0
186584,22,22,1,1
186867,22,22,4,4
187897,22,22,1,1
187985,22,22,2,2
188030,22,22,2,2
188100,22,22,2,0
188517,22,22,1,1
188641,22,22,1,1
189547,22,22,1,0
190415,22,22,5,5
190503,22,22,2,2
191126,22,22,3,3
191241,22,22,16,16
191649,22,22,4,4
192448,22,22,1,1
192703,22,22,1,1
192819,22,22,1,1
193399,22,22,1,1
193654,22,22,3,3
193900,22,22,10,10
194028,22,22,5,0
194091,22,22,1,1
194578,22,22,3,0
195003,22,22,15,15
195526,22,22,1,1
195544,22,22,2,2
196097,22,22,1,1
196130,22,22,1,1
196219,22,22,1,1
196291,22,22,6,6
196413,22,22,1,1
197151,22,22,1,1
197869,22,22,1,1
197887,22,22,1,0
198385,22,22,3,3
198507,22,22,1,1
198516,22,22,2,2
198534,22,22,2,0
198598,22,22,1,1
198756,22,22,1,1
198808,22,22,1,1
198862,22,22,1,0
198899,22,22,1,1
198969,22,22,1,1
199102,22,22,3,3
199111,22,22,2,2
199120,22,22,3,3
199139,22,22,1,1
199193,22,22,5,4
199281,22,22,1,1
199768,22,22,1,0
200004,22,22,2,0
200217,22,22,1,1
200280,22,22,2,2
201645,22,22,14,14
201654,22,22,1,1
201885,22,22,1,1
202073,22,22,1,1
202222,22,22,1,1
203128,22,22,1,1
203331,22,22,31,4
203465,22,22,1,1
203517,22,22,2,1
204468,22,22,1,1
204796,22,22,3,3
205443,22,22,1,0
206613,22,22,1,1
206862,22,22,2,2
206914,22,22,1,1
206996,22,22,3,3
207069,22,22,3,2
207209,22,22,9,9
207263,22,22,3,3
207281,22,22,1,1
207324,22,22,2,2
207351,22,22,3,0
207388,22,22,3,3
207458,22,22,2,2
207564,22,22,2,2
207582,22,22,17,15
207661,22,22,2,2
207847,22,22,1,0
207962,22,22,3,2
207971,22,22,5,5
208390,22,22,2,0
209542,22,22,3,2
209551,22,22,3,2
209612,22,22,2,2
209746,22,22,1,0
209922,22,22,2,2
210669,22,22,1,1
211291,22,22,1,1
211352,22,22,1,1
211440,22,22,3,3
212054,22,22,9,6
212106,22,22,1,1
212656,22,22,1,1
212674,22,22,1,1
212984,22,22,1,1
213668,22,22,2,2
213783,22,22,1,1
215062,22,22,9,9
215293,22,22,3,3
215442,22,22,4,4
216010,22,22,1,1
216287,22,22,3,3
216542,22,22,1,1
216597,22,22,11,11
217156,22,22,7,7
217235,22,22,3,2
217518,22,22,1,1
217688,22,22,2,0
217819,22,22,15,14
217864,22,22,4,4
217873,22,22,1,1
217882,22,22,8,7
217934,22,22,1,1
217961,22,22,1,1
218070,22,22,3,3
218229,22,22,1,1
218724,22,22,3,3
218733,22,22,1,1
218858,22,22,1,0
218885,22,22,1,1
218894,22,22,1,0
218964,22,22,1,1
218973,22,22,1,1
219602,22,22,1,1
220075,22,22,1,1
220181,22,22,7,7
220598,22,22,14,14
220862,22,22,3,3
221148,22,22,10,6
221485,22,22,1,0
221519,22,22,16,16
221661,22,22,2,1
221740,22,22,2,2
221838,22,22,8,6
221847,22,22,2,2
221999,22,22,11,11
222053,22,22,1,1
222178,22,22,3,3
222822,22,22,2,2
222831,22,22,1,1
222992,22,22,2,2
223232,22,22,39,39
223816,22,22,10,0
224147,22,22,2,2
224527,22,22,27,26
224891,22,22,1,1
225399,22,22,8,8
225432,22,22,1,1
226204,22,22,2,1
226277,22,22,2,0
226471,22,22,5,5
226833,22,22,1,1
227146,22,22,3,1
227182,22,22,4,2
227216,22,22,3,3
227386,22,22,16,11
227757,22,22,14,13
227845,22,22,14,13
227881,22,22,3,3
227979,22,22,6,5
228149,22,22,1,1
228158,22,22,1,1
228246,22,22,26,26
228343,22,22,2,2
228431,22,22,5,4
228459,22,22,8,5
228547,22,22,3,1
228699,22,22,1,1
228723,22,22,41,40
228769,22,22,5,5
228778,22,22,10,10
228787,22,22,9,9
228802,22,22,6,6
228875,22,22,44,40
229027,22,22,1,1
229115,22,22,4,0
229160,22,22,11,11
229267,22,22,7,6
229355,22,22,16,12
229814,22,22,1,1
229841,22,22,3,2
229887,22,22,47,17
230171,22,22,1,1
230597,22,22,4,0
230603,22,22,2,2
230728,22,22,3,2
230746,22,22,1,1
230764,22,22,4,4
230782,22,22,3,0
230959,22,22,3,3
231174,22,22,3,3
231624,22,22,3,3
232025,22,22,2,2
232186,22,22,3,3
232557,22,22,47,14
232706,22,22,1,1
232982,22,22,2,2
233374,22,22,6,6
233426,22,22,2,2
233541,22,22,1,1
233772,22,22,1,1
233921,22,22,3,2
234076,22,22,15,15
234085,22,22,1,1
234155,22,22,2,2
234164,22,22,2,1
234207,22,22,8,8
235237,22,22,1,0
235316,22,22,2,2
236188,22,22,1,0
236595,22,22,2,2
236939,22,22,2,2
237057,22,22,2,2
237330,22,22,1,1
237367,22,22,1,1
238032,22,22,1,1
238193,22,22,1,1
238263,22,22,1,0
239071,22,22,2,2
239512,22,22,1,0
240338,22,22,6,6
240444,22,22,1,1
240453,22,22,1,0
240471,22,22,1,1
240620,22,22,1,0
240727,22,22,1,1
243744,22,22,6,4
243780,22,22,13,13
244437,22,22,3,1
247834,22,22,6,4
248934,22,22,2,0
249238,22,22,1,1
251260,22,22,2,1
262341,22,22,1,1
384254,22,22,1,1
407151,22,22,13,8
426314,22,22,6,1
433387,22,22,4,0
434061,22,22,1085,597
434159,22,22,1,0
436836,22,22,1,1
437103,22,22,1429,784
439844,22,22,23,13
440271,22,22,42,2
441371,22,22,29,4
445027,22,22,46,2
445708,22,22,1,1
447689,22,22,2,1
451866,22,22,110,3
456825,22,22,10,7
468893,22,22,10,5
480091,22,22,10,1
482149,22,22,1,0
482477,22,22,39,0
482699,22,22,1,1
483124,22,22,16,1
483212,22,22,680,443
483595,22,22,1,1
484190,22,22,18,2
484473,22,22,1,1
484613,22,22,54,9
484905,22,22,1,0
485111,22,22,1,1
486798,22,22,11,6
486840,22,22,2,2
487092,22,22,1,1
488077,22,22,11,0
489779,22,22,13,0
492759,22,22,6,5
495767,22,22,15,12
100663,23,23,2,2
100724,23,23,2,2
100751,23,23,4,4
101648,23,23,1,1
101912,23,23,2,1
102094,23,23,1,0
102368,23,23,1,1
102553,23,23,1,1
104151,23,23,9,8
104179,23,23,8,8
104717,23,23,7,2
105154,23,23,1,0
105330,23,23,1,1
105525,23,23,1,1
106397,23,23,1,1
110608,23,23,1,1
110635,23,23,3,3
110644,23,23,1,1
110662,23,23,2,2
110671,23,23,1,1
110680,23,23,3,3
110705,23,23,2,2
110714,23,23,2,2
111948,23,23,2,2
112260,23,23,1,1
117946,23,23,2,2
120254,23,23,4,3
121150,23,23,1,1
122339,23,23,1,0
122384,23,23,1,0
122409,23,23,5,4
122436,23,23,1,1
122612,23,23,4,4
122931,23,23,1,1
123554,23,23,2,2
123961,23,23,5,5
126562,23,23,2,2
126614,23,23,13,11
126711,23,23,5,3
126775,23,23,3,3
126818,23,23,3,2
126827,23,23,2,0
126863,23,23,1,1
126942,23,23,1,0
127060,23,23,7,4
127185,23,23,1,1
128391,23,23,1,1
128771,23,23,1,1
128902,23,23,13,13
129020,23,23,15,15
129181,23,23,1,0
129215,23,23,4,3
129242,23,23,12,11
129525,23,23,10,9
129774,23,23,1,1
129941,23,23,8,7
130183,23,23,2,1
130226,23,23,13,12
130253,23,23,4,4
130493,23,23,2,2
130590,23,23,15,15
130624,23,23,2,2
130697,23,23,15,14
130776,23,23,2,2
130794,23,23,10,10
130943,23,23,6,6
131113,23,23,1,0
131469,23,23,7,7
131496,23,23,2,2
132693,23,23,1,0
132903,23,23,2,2
133386,23,23,1,1
133492,23,23,7,7
133553,23,23,5,5
133711,23,23,4,3
133809,23,23,1,1
133881,23,23,4,4
133960,23,23,1,1
134097,23,23,2,2
134130,23,23,1,1
134343,23,23,1,1
134495,23,23,2,2
135726,23,23,8,8
136172,23,23,1,1
136330,23,23,5,5
136950,23,23,2,2
137351,23,23,4,4
137546,23,23,1,1
137564,23,23,2,2
138309,23,23,2,1
139393,23,23,1,1
139658,23,23,2,2
139755,23,23,2,2
139940,23,23,3,3
139959,23,23,2,2
140951,23,23,9,8
140988,23,23,1,1
141574,23,23,1,0
142443,23,23,1,1
144281,23,23,7,5
144740,23,23,2,2
145637,23,23,1,1
146719,23,23,2,2
148016,23,23,1,1
150400,23,23,1,1
151351,23,23,2,2
152080,23,23,1,1
153384,23,23,1,1
153737,23,23,1,1
154350,23,23,1,1
154396,23,23,1,1
155317,23,23,1,1
156408,23,23,1,1
156620,23,23,1,1
157085,23,23,3,3
157951,23,23,1,0
159382,23,23,1,1
159391,23,23,2,2
159656,23,23,2,1
160755,23,23,3,3
161004,23,23,40,29
161077,23,23,553,329
161138,23,23,289,190
161192,23,23,301,183
161217,23,23,294,167
161235,23,23,38,36
161253,23,23,1297,1172
161341,23,23,133,118
161484,23,23,125,92
161493,23,23,73,37
161509,23,23,16,16
161518,23,23,92,48
161545,23,23,886,602
161554,23,23,674,588
161581,23,23,76,45
162654,23,23,3,1
163204,23,23,1,0
163286,23,23,6,6
163851,23,23,1,1
164155,23,23,7,6
164465,23,23,2,2
164492,23,23,4,4
164739,23,23,23,23
164872,23,23,1,1
164988,23,23,23,23
165015,23,23,4,4
165024,23,23,11,7
165334,23,23,22,20
165574,23,23,4,2
165662,23,23,20,16
165671,23,23,22,21
165820,23,23,3,1
165866,23,23,1,1
165936,23,23,11,9
166027,23,23,10,8
166391,23,23,9,8
166513,23,23,6,5
166629,23,23,17,16
166638,23,23,6,6
166674,23,23,7,4
166683,23,23,4,4
166887,23,23,2,2
166911,23,23,2,2
166939,23,23,21,21
166957,23,23,1,0
167288,23,23,2,2
167358,23,23,38,38
167394,23,23,1,1
167598,23,23,2,2
167729,23,23,3,3
167783,23,23,26,26
167835,23,23,16,13
167905,23,23,1,1
167987,23,23,2,2
168005,23,23,19,18
168148,23,23,18,15
168227,23,23,28,28
168421,23,23,22,18
171100,23,23,3,1
171456,23,23,1,1
172699,23,23,3,2
173258,23,23,6,6
174066,23,23,3,2
174251,23,23,1,1
174747,23,23,1,1
176017,23,23,2,2
178369,23,23,1,1
178396,23,23,2,2
179867,23,23,5,5
179964,23,23,1,0
180461,23,23,17,12
180595,23,23,1,1
180814,23,23,1,0
180948,23,23,1,1
181446,23,23,1,1
182634,23,23,19,19
182670,23,23,9,8
183026,23,23,136,13
183062,23,23,10,10
183080,23,23,8,8
183099,23,23,3,0
183123,23,23,2,2
183141,23,23,1,1
183202,23,23,2,2
183257,23,23,1,0
185572,23,23,3,3
185590,23,23,2,2
186131,23,23,4,3
186584,23,23,1,1
186867,23,23,1,1
187444,23,23,3,2
188641,23,23,3,3
189097,23,23,5,5
190044,23,23,13,11
190099,23,23,6,5
190415,23,23,8,7
190503,23,23,7,5
191126,23,23,5,4
191241,23,23,13,13
191612,23,23,1,0
191630,23,23,9,9
191649,23,23,4,3
192448,23,23,1,1
192703,23,23,1,1
192819,23,23,10,10
193584,23,23,1,1
193654,23,23,13,8
193900,23,23,8,8
194392,23,23,2,2
194578,23,23,9,4
195003,23,23,29,26
195164,23,23,1,1
195474,23,23,2,2
195526,23,23,15,14
195544,23,23,1,1
196015,23,23,1,1
196097,23,23,5,5
196130,23,23,1,1
196149,23,23,1,1
196158,23,23,1,1
196185,23,23,1,1
196219,23,23,1,0
196291,23,23,1,1
196413,23,23,16,16
197869,23,23,4,4
197887,23,23,1,0
198136,23,23,1,1
198303,23,23,1,1
198385,23,23,2,2
198464,23,23,3,3
198516,23,23,7,7
198969,23,23,2,2
199111,23,23,1,1
199120,23,23,1,1
199139,23,23,4,3
199148,23,23,2,2
199193,23,23,6,6
199218,23,23,5,5
200022,23,23,1,0
200280,23,23,5,5
200332,23,23,1,1
201645,23,23,4,4
201654,23,23,6,6
202523,23,23,2,2
202763,23,23,2,2
203331,23,23,10,0
203517,23,23,2,2
204194,23,23,1,1
204486,23,23,4,4
204796,23,23,2,2
204857,23,23,3,3
206589,23,23,4,4
206862,23,23,1,1
207236,23,23,1,1
207582,23,23,1,1
209551,23,23,5,5
209922,23,23,3,2
210669,23,23,3,3
211088,23,23,2,2
211291,23,23,4,4
212054,23,23,10,9
212106,23,23,1,1
212133,23,23,1,1
212197,23,23,1,1
212601,23,23,1,1
212674,23,23,7,7
212805,23,23,6,5
213011,23,23,1,1
213349,23,23,1,1
213385,23,23,8,6
213996,23,23,4,4
214148,23,23,1,0
214157,23,23,2,2
215062,23,23,5,4
215293,23,23,4,3
215929,23,23,1,1
216287,23,23,4,3
216366,23,23,1,1
216597,23,23,4,4
216931,23,23,1,1
217156,23,23,15,13
217235,23,23,13,12
217305,23,23,3,3
217402,23,23,6,6
217420,23,23,2,2
217484,23,23,29,29
217518,23,23,16,16
217536,23,23,7,7
217749,23,23,2,1
217819,23,23,6,5
217882,23,23,8,8
217907,23,23,1,1
217934,23,23,1,1
218441,23,23,1,0
218654,23,23,1,0
218724,23,23,8,8
218885,23,23,1,1
221519,23,23,1,1
221661,23,23,3,2
221740,23,23,1,0
221768,23,23,1,0
221999,23,23,2,2
222178,23,23,2,1
223232,23,23,3,3
223816,23,23,2,0
224147,23,23,3,3
227924,23,23,1,0
