UNITID,LPBOOKSP,LPMEDIAP,LPSERIAP,LEBOOKSP,LEDATABP,LEMEDIAP,LESERIAP,LSALWAGP,LFRNGBNP,LEXMSBBP,LEXMSCSP,LEXMSOTP,LEXOMTLP,LEXPTOTF,LTOTLFTE,LLIBRFTE,LPROFFTE,LPAIDFTE,LSTUDFTE
102234,30,3,0,50,0,5,12,60,0,0,24,0,16,382,6.00,4.00,1.50,0.00,0.50
102270,36,2,0,62,0,0,0,76,12,4,0,0,7,255,5.00,2.00,2.00,0.00,1.00
102298,12,0,0,84,0,4,0,58,5,4,27,3,3,176,9.00,2.00,1.00,2.00,4.00
102313,87,2,0,10,0,0,1,61,8,11,16,5,0,460,10.00,2.00,1.00,4.00,3.00
102368,20,1,0,34,0,22,22,31,13,2,35,3,17,285,26.75,9.75,2.00,10.00,5.00
102377,99,1,0,0,0,0,0,35,6,4,43,4,8,771,60.00,9.00,20.00,0.00,31.00
102395,12,0,1,21,0,0,66,48,11,4,32,3,3,968,1.00,1.00,0.00,0.00,0.00
102429,97,2,0,0,0,0,0,70,25,1,0,4,0,233,7.80,3.00,3.00,1.80,0.00
102553,41,22,1,28,0,4,4,48,27,2,20,0,3,818,63.20,24.55,6.50,22.65,9.50
102580,99,1,0,0,0,0,0,,,,,,,,0.80,0.50,0.00,0.00,0.30
102614,38,11,1,32,0,12,6,41,17,1,32,0,9,1353,47.00,6.00,9.00,22.00,10.00
102632,25,1,1,51,0,2,21,52,31,2,7,1,7,877,11.62,3.50,1.00,5.78,1.34
102669,41,22,1,28,0,4,4,48,27,2,20,0,3,0,0.00,0.00,0.00,0.00,0.00
102845,0,0,0,0,100,0,0,40,4,0,56,0,0,20,1.00,1.00,0.00,0.00,0.00
103501,97,1,2,0,0,0,0,,,,,,,,,,,,
103893,34,2,0,0,0,1,63,19,0,0,81,0,0,23,0.08,0.00,0.08,0.00,0.00
103909,34,2,0,0,0,1,63,19,0,0,81,0,0,36,0.07,0.00,0.07,0.00,0.00
103927,34,2,0,0,0,1,63,19,0,0,81,0,0,53,0.07,0.00,0.07,0.00,0.00
104090,0,0,0,55,0,44,0,,,,,,,,0.38,0.38,0.00,0.00,0.00
104151,42,15,1,35,0,4,3,39,12,3,35,1,11,379,156.52,51.60,0.86,104.06,0.00
104160,23,2,0,44,0,21,9,48,17,9,16,0,9,214,10.93,5.53,0.00,4.87,0.53
104179,42,5,0,44,0,3,6,34,10,5,40,0,10,716,192.01,51.00,63.00,61.00,17.01
104346,24,1,0,63,0,12,0,62,22,9,8,0,0,339,14.00,6.00,0.00,6.00,2.00
104425,11,2,0,57,0,30,0,60,19,1,15,0,4,98,13.00,3.00,2.00,6.00,2.00
104577,3,1,0,60,0,20,16,55,21,6,12,0,7,157,9.00,1.00,0.00,5.00,3.00
104586,3,0,0,71,0,11,14,56,15,3,21,0,4,392,18.10,8.00,6.00,0.00,4.10
104665,99,0,0,0,0,0,0,,,,,,,,0.50,0.25,0.00,0.00,0.25
104708,14,4,0,72,0,2,8,73,0,11,16,0,0,186,27.00,10.00,8.00,8.00,1.00
104717,9,0,0,60,0,5,25,44,0,2,42,1,10,33,44.50,22.50,7.00,0.00,15.00
105145,4,0,0,62,0,16,18,70,0,5,25,0,0,236,7.41,3.91,3.00,0.50,0.00
105154,15,0,0,76,0,8,0,65,18,2,14,0,1,231,40.00,7.00,9.00,24.00,0.00
105206,7,1,1,76,0,16,0,70,0,7,21,1,1,202,9.40,3.00,0.00,5.00,1.40
105215,11,0,1,0,1,86,0,99,0,0,1,0,0,113,1.00,0.00,1.00,0.00,0.00
105297,86,3,0,6,0,4,0,48,18,8,20,0,5,655,8.00,4.00,1.00,3.00,0.00
105330,43,4,0,22,0,25,6,64,0,0,30,3,3,162,48.00,25.00,0.00,21.00,2.00
105349,81,9,0,10,0,0,0,64,23,1,11,0,0,388,11.00,4.00,3.00,4.00,0.00
105367,7,0,0,28,0,0,64,48,7,0,42,2,2,46,1.14,0.23,0.00,0.00,0.92
105428,12,1,0,50,0,26,11,76,0,5,17,0,1,209,14.72,5.22,0.00,8.50,1.00
105525,61,7,0,16,0,16,0,56,20,7,11,0,5,290,24.50,6.00,0.00,18.50,0.00
105534,0,0,0,100,0,0,0,,,,,,,,,,,,
105543,0,0,0,100,0,0,0,,,,,,,,,,,,
105589,0,1,0,19,72,2,6,32,8,0,53,0,7,351,3.00,0.50,1.00,0.00,1.50
105659,68,5,26,0,1,0,0,,,,,,,,,,,,
105668,4,1,0,73,0,11,12,77,0,1,21,2,0,84,6.00,2.00,1.00,3.00,0.00
105747,5,0,0,62,0,27,6,70,0,2,28,0,1,191,9.50,4.00,1.00,4.50,0.00
105792,8,1,0,65,0,18,9,65,19,3,11,0,2,683,13.93,4.00,8.43,0.00,1.50
105899,42,20,1,37,0,0,0,50,11,4,32,1,2,257,4.16,1.00,0.00,1.65,1.51
106041,11,0,1,0,1,86,0,99,0,0,1,0,0,52,1.00,0.00,1.00,0.00,0.00
106148,21,5,0,68,0,3,3,58,18,9,10,0,4,348,15.29,4.50,6.00,3.79,1.00
106245,37,4,0,41,0,8,9,35,8,1,38,1,17,398,25.50,7.00,5.00,7.00,6.50
106263,68,0,0,2,0,4,26,31,8,0,52,0,8,1485,24.29,8.94,5.05,10.30,0.00
106306,100,0,0,0,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
106342,15,0,0,56,0,15,13,38,0,3,45,2,11,680,3.26,3.00,0.00,0.00,0.26
106397,35,8,2,43,0,6,6,42,10,4,38,3,3,673,131.00,40.00,75.00,7.00,9.00
106412,22,0,0,52,0,0,25,63,20,0,12,4,1,452,16.00,5.00,1.00,10.00,0.00
106449,39,3,0,58,0,0,0,55,22,6,9,0,7,243,8.00,2.00,1.00,5.00,0.00
106458,34,1,0,42,0,17,6,35,11,4,41,0,9,277,39.40,13.00,18.00,0.00,8.40
106467,17,4,1,62,0,9,7,43,14,6,25,0,11,248,28.18,8.00,9.00,2.10,9.08
106485,91,2,0,4,0,2,2,50,18,2,22,0,8,302,10.25,4.00,0.00,5.00,1.25
106546,13,21,7,14,1,0,44,10,2,0,88,0,0,651,1.00,1.00,0.00,0.00,0.00
106625,97,3,0,0,0,0,0,63,23,0,13,0,1,116,3.00,1.00,1.00,0.00,1.00
106704,40,2,0,44,0,0,13,40,15,2,37,1,6,329,34.80,8.00,0.00,25.00,1.80
106713,12,0,0,88,0,0,0,62,0,0,37,1,0,223,12.00,2.00,0.00,0.00,10.00
106795,68,1,0,29,2,0,0,63,16,2,14,3,2,161,9.00,0.00,3.00,5.00,1.00
106810,2,0,0,98,0,0,0,,,,,,,,4.00,1.00,0.00,0.00,3.00
106883,71,29,0,0,0,0,0,52,18,4,8,18,0,331,4.00,1.00,0.00,1.00,2.00
106980,27,2,0,71,0,0,0,62,16,12,5,0,5,182,4.00,2.00,1.00,0.00,1.00
106999,90,3,0,5,1,1,0,54,18,2,8,0,18,211,2.00,1.00,1.00,0.00,0.00
107044,13,18,0,26,0,37,6,41,14,4,33,0,8,326,17.00,8.00,0.00,5.00,4.00
107071,7,1,0,20,0,72,0,45,12,0,33,5,5,417,25.00,5.00,9.00,0.00,11.00
107080,45,1,0,9,0,18,28,47,0,4,39,0,11,556,7.61,2.00,0.00,4.46,1.15
107123,0,0,0,36,0,0,64,,,,,,,,1.00,1.00,0.00,0.00,0.00
107141,8,1,0,78,0,6,7,55,13,4,20,3,5,322,10.69,4.00,1.00,1.75,3.94
107318,80,10,0,0,0,10,0,52,18,15,3,0,13,215,3.00,1.00,0.00,1.50,0.50
107327,99,1,0,0,0,0,0,53,16,3,25,0,2,194,3.00,1.00,1.00,1.00,0.00
107460,2,1,0,96,0,1,0,57,17,0,17,1,8,234,18.00,1.00,1.00,12.00,4.00
107512,42,2,0,28,0,13,15,56,0,1,30,0,13,524,15.15,6.50,0.00,3.25,5.40
107521,70,7,3,19,0,0,0,52,18,3,10,0,16,261,4.00,1.00,1.00,0.00,2.00
107549,88,11,0,0,0,1,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
107558,19,0,0,53,0,20,7,35,5,1,2,55,2,465,3.15,2.00,0.00,0.00,1.15
107585,14,1,0,0,0,56,30,49,12,8,6,0,26,199,6.00,1.00,2.00,2.00,1.00
107600,67,5,0,27,0,0,0,67,12,9,10,1,1,311,5.00,2.00,1.00,2.00,0.00
107619,13,2,1,84,0,0,0,40,11,1,24,23,1,365,13.00,1.00,6.00,0.00,6.00
107637,8,0,0,92,0,0,0,57,19,0,19,0,4,248,3.50,1.00,0.00,2.50,0.00
107664,23,2,0,74,0,0,0,45,14,12,14,0,15,212,9.00,5.00,0.00,4.00,0.00
107725,2,1,0,97,0,0,0,58,19,0,21,0,2,244,3.00,1.00,2.00,0.00,0.00
107743,53,3,0,44,0,0,0,61,19,3,12,0,5,202,2.50,1.00,0.00,0.50,1.00
107840,1,0,0,99,0,0,0,63,18,0,0,19,0,963,4.00,1.00,1.00,1.00,1.00
107877,99,0,0,0,0,0,0,56,0,8,27,0,10,231,20.00,1.00,0.00,1.00,18.00
107974,38,0,0,1,0,60,0,51,22,2,12,0,12,223,3.00,1.00,0.00,2.00,0.00
107983,24,2,0,32,0,42,0,31,9,7,44,5,3,251,13.60,4.25,0.00,2.00,7.35
107992,34,2,0,64,0,0,0,61,26,8,0,4,1,144,2.00,1.00,1.00,0.00,0.00
108092,42,5,0,3,0,43,7,39,10,6,35,1,9,266,13.81,6.00,0.00,4.00,3.81
108232,58,7,2,33,0,0,0,61,5,7,15,0,12,154,13.50,4.00,2.00,5.50,2.00
108269,76,0,0,23,0,0,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
108667,99,0,0,1,0,0,0,59,29,2,7,2,0,382,7.67,4.42,3.25,0.00,0.00
108807,22,1,0,39,0,38,0,67,15,4,3,11,0,178,15.22,11.22,0.00,4.00,0.00
108852,90,10,1,0,0,0,0,,,,,,,,7.00,1.00,0.00,0.00,6.00
108861,51,19,1,16,0,0,13,30,6,10,7,0,46,7276,0.81,0.33,0.28,0.00,0.21
108870,46,41,0,0,0,13,0,61,24,3,0,0,12,1511,9.00,1.00,3.00,5.00,0.00
109040,0,0,0,93,0,0,7,,,,,,,,1.00,1.00,0.00,0.00,0.00
109086,88,4,0,3,0,4,0,,,,,,,,0.50,0.50,0.00,0.00,0.00
109208,8,0,0,56,0,22,14,87,0,11,0,0,1,123,13.08,7.11,5.97,0.00,0.00
109350,83,1,0,16,0,0,0,64,24,10,1,0,1,185,15.39,5.26,7.00,0.00,3.13
109651,18,3,0,66,0,12,1,69,0,6,18,1,7,406,15.55,8.00,1.00,6.00,0.55
109785,37,2,0,36,0,7,18,45,7,9,32,1,6,432,22.77,9.90,12.87,0.00,0.00
109819,22,0,0,68,0,0,9,65,22,1,9,0,4,77,11.05,6.10,0.00,3.95,1.00
109907,29,1,0,64,0,0,6,65,31,0,4,0,0,246,3.50,2.50,1.00,0.00,0.00
110060,63,7,0,24,0,0,6,,,,,,,,1.38,1.00,0.00,0.38,0.00
110097,17,14,0,42,0,17,10,51,0,3,41,0,5,471,22.00,8.00,1.00,7.00,6.00
110219,0,0,0,24,0,72,3,,,,,,,,1.00,1.00,0.00,0.00,0.00
110246,39,0,0,22,0,0,39,63,17,2,17,1,0,136,7.64,3.14,4.50,0.00,0.00
110316,8,1,0,71,0,16,5,45,13,5,24,0,12,796,6.88,3.80,0.80,2.25,0.03
110334,16,1,0,66,0,12,5,79,0,7,7,0,7,189,12.45,6.95,0.00,4.50,1.00
110361,21,10,2,53,0,6,8,42,0,8,45,0,4,146,11.26,6.00,3.00,0.00,2.26
110370,49,4,0,29,0,0,18,86,1,2,9,0,1,641,14.50,4.50,1.00,7.00,2.00
110398,26,11,1,46,0,2,14,41,15,6,31,0,6,2959,25.00,10.00,3.00,0.00,12.00
110404,43,1,0,28,0,1,26,30,10,3,41,6,10,3389,36.10,11.10,6.00,19.00,0.00
110413,16,0,0,50,0,17,17,37,9,4,46,1,3,368,8.50,6.00,1.50,0.00,1.00
110422,11,4,0,68,0,11,7,42,24,11,20,0,2,330,40.38,8.67,16.40,12.38,2.93
110468,48,1,0,17,0,3,31,44,11,0,22,0,22,582,41.00,7.00,0.00,3.00,31.00
110486,23,1,0,59,0,3,14,51,29,1,14,1,4,329,26.88,11.88,2.00,13.00,0.00
110495,52,1,1,40,0,0,6,59,0,3,24,3,11,260,24.00,9.00,2.00,11.00,2.00
110510,35,2,1,48,0,5,9,50,0,4,32,2,12,151,54.00,13.00,1.00,22.00,18.00
110529,30,1,1,54,0,2,13,60,0,1,27,1,11,168,38.62,11.00,2.00,25.00,0.62
110538,41,2,1,46,0,1,9,53,0,4,30,0,13,222,41.00,10.00,3.00,13.00,15.00
110547,25,0,0,57,0,2,16,71,0,4,18,3,5,226,30.50,12.00,4.00,14.00,0.50
110556,42,5,1,40,0,10,2,65,0,1,28,0,7,273,60.00,18.00,4.00,28.00,10.00
110565,34,2,1,50,0,4,9,59,0,9,24,2,6,175,58.24,23.68,3.00,26.68,4.88
110574,37,1,1,44,0,9,8,69,0,8,17,1,4,287,60.00,12.00,2.00,21.00,25.00
110583,17,1,0,64,0,10,7,51,0,5,32,1,12,233,51.75,17.25,7.00,27.50,0.00
110592,24,0,0,62,0,0,14,61,0,2,24,5,8,252,59.50,16.00,2.00,24.50,17.00
110608,36,2,1,50,0,4,7,60,0,6,25,0,9,238,103.80,29.10,52.20,0.00,22.50
110617,41,6,1,36,0,6,10,70,0,3,20,0,8,230,57.93,21.98,3.92,23.92,8.11
110635,25,66,1,7,0,0,1,44,18,12,20,2,4,1526,377.00,99.00,145.00,108.00,25.00
110644,52,6,6,37,0,0,0,39,16,8,30,0,7,754,156.00,40.00,46.00,50.00,20.00
110653,41,6,0,41,0,6,6,40,17,4,30,1,9,789,164.39,52.00,16.00,94.00,2.39
110662,68,23,0,8,0,0,1,46,17,7,17,1,11,1386,382.00,107.00,67.00,180.00,28.00
110671,70,0,0,27,0,1,2,45,19,3,29,0,4,561,92.00,31.00,59.00,0.00,2.00
110680,35,6,2,46,0,4,7,44,19,5,21,0,11,900,236.41,53.74,62.64,104.03,16.00
110699,13,0,0,78,0,1,8,44,18,0,3,0,34,4475,51.38,15.00,29.03,6.95,0.40
110705,66,6,2,25,0,0,1,59,0,12,26,0,3,635,135.75,37.00,10.00,77.00,11.75
110714,25,2,1,59,0,10,3,44,19,6,22,2,7,599,64.39,22.00,2.00,36.24,4.15
110778,10,0,0,80,0,0,9,49,5,2,44,0,0,106,1.50,1.00,0.00,0.00,0.50
110918,100,0,0,0,0,0,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
111045,23,0,0,77,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
111081,24,6,0,36,0,33,0,64,15,5,11,0,5,944,11.50,5.00,0.00,6.50,0.00
111188,5,0,0,65,0,11,19,63,0,4,25,0,8,849,8.75,5.00,0.00,1.75,2.00
111391,11,0,1,11,0,0,77,46,7,1,39,0,7,2258,10.00,7.00,3.00,0.00,0.00
111434,25,1,0,0,0,39,36,67,24,2,6,1,1,337,6.93,3.04,2.82,0.00,1.07
111461,22,2,0,76,0,0,0,87,0,2,10,1,0,79,8.66,5.51,0.00,3.15,0.00
111638,0,0,0,0,100,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
111887,46,0,0,7,0,0,47,60,24,10,0,5,0,152,14.85,6.35,1.00,7.50,0.00
111896,46,1,0,53,0,0,0,54,22,13,0,0,10,217,2.79,2.00,0.00,0.79,0.00
111920,28,2,0,41,0,0,29,54,27,7,11,0,1,230,10.20,5.05,5.15,0.00,0.00
111939,30,0,0,70,0,0,0,71,14,3,8,2,3,142,14.50,9.50,0.00,5.00,0.00
111948,27,22,0,28,0,14,9,45,15,1,36,1,2,611,46.13,16.95,4.00,21.18,4.00
111966,16,5,2,20,0,17,40,37,11,5,45,0,2,928,6.83,3.00,2.80,0.78,0.25
112075,18,0,0,71,0,0,11,44,11,8,30,0,6,106,2.00,2.00,0.00,0.00,0.00
112084,8,0,0,82,0,5,4,63,0,2,27,0,8,640,4.07,1.80,0.48,0.00,1.79
112127,51,19,1,16,0,0,13,30,6,10,7,0,46,4911,1.46,0.60,0.50,0.00,0.37
112172,24,1,0,15,0,31,28,61,29,2,4,0,4,137,10.60,2.10,0.00,8.50,0.00
112190,24,2,0,48,0,8,18,69,27,0,3,0,1,508,38.00,17.00,1.00,20.00,0.00
112251,33,1,1,52,0,8,5,35,9,8,42,1,6,1283,7.53,3.56,0.20,3.56,0.19
112260,33,1,1,52,0,8,5,35,9,8,42,1,6,879,6.46,3.06,0.18,3.06,0.16
112385,0,0,0,100,0,0,0,75,0,8,17,0,0,107,3.03,3.03,0.00,0.00,0.00
112394,0,0,0,21,0,0,78,,,,,,,,1.00,1.00,0.00,0.00,0.00
112525,14,2,1,39,0,0,44,43,13,1,40,1,2,689,22.00,11.00,4.00,7.00,0.00
112561,25,3,0,53,0,0,19,56,30,4,8,0,2,350,3.25,1.00,0.00,2.00,0.25
112570,7,2,0,79,0,12,0,100,0,0,0,0,0,95,3.00,1.00,1.00,0.00,1.00
112686,15,0,0,84,0,0,1,50,20,5,1,12,12,360,6.00,3.00,0.00,3.00,0.00
112826,8,0,0,71,0,21,1,80,0,4,14,1,1,188,6.25,3.25,0.25,2.50,0.25
113096,8,0,0,56,0,22,14,90,0,6,0,3,2,179,9.09,6.09,3.00,0.00,0.00
113111,4,0,0,94,0,2,0,59,24,6,10,0,1,172,5.33,2.33,0.00,3.00,0.00
113193,61,1,0,13,0,24,0,74,13,3,4,1,6,190,24.00,7.00,6.00,0.00,11.00
113218,37,1,0,62,0,0,0,61,29,2,8,0,0,235,6.75,0.00,2.75,4.00,0.00
113236,29,5,0,10,0,2,54,64,21,5,7,3,1,180,11.00,6.00,5.00,0.00,0.00
113333,20,2,0,66,0,12,0,64,25,0,8,0,2,133,12.40,3.40,9.00,0.00,0.00
113573,65,0,0,0,0,0,35,66,26,0,8,0,0,193,8.22,3.25,0.00,4.97,0.00
113582,2,0,0,92,0,0,6,88,0,4,7,0,2,979,1.70,1.50,0.00,0.00,0.20
113634,14,0,0,49,0,24,12,63,23,3,4,7,0,145,18.25,6.25,0.00,5.00,7.00
113698,4,0,0,94,0,0,2,51,15,3,25,5,1,791,15.00,4.00,5.00,1.00,5.00
113704,51,19,1,16,0,0,13,30,6,10,7,0,46,3565,1.14,0.46,0.39,0.00,0.29
113856,17,0,0,59,0,8,15,60,22,10,7,0,0,184,25.00,14.00,11.00,0.00,0.00
113980,61,1,0,8,0,16,14,68,16,7,6,2,1,175,29.60,2.18,1.00,5.81,20.61
114114,29,2,1,58,0,0,10,,,,,,,,1.00,1.00,0.00,0.00,0.00
114123,100,0,0,0,0,0,0,,,,,,,,0.50,0.50,0.00,0.00,0.00
114266,51,2,0,15,0,0,32,59,30,3,5,0,3,253,9.16,3.20,0.00,5.80,0.16
114354,68,23,1,8,0,0,0,53,0,2,43,2,0,589,7.05,4.23,2.82,0.00,0.00
114390,68,23,1,8,0,0,0,53,0,2,43,2,0,4771,0.45,0.27,0.18,0.00,0.00
114433,7,1,0,70,0,13,8,87,0,0,9,3,0,158,2.80,1.00,1.55,0.00,0.25
114549,0,0,0,83,0,2,14,28,10,2,58,2,0,498,2.00,2.00,0.00,0.00,0.00
114585,51,47,0,0,1,1,0,,,,,,,,1.75,0.25,0.50,0.50,0.50
114716,16,0,0,74,0,10,0,64,19,1,15,0,1,118,16.00,4.00,4.00,2.00,6.00
114734,50,1,3,32,0,5,9,,,,,,,,0.25,0.25,0.00,0.00,0.00
114789,12,0,0,78,0,0,10,58,22,2,15,0,1,144,21.50,5.00,6.50,2.00,8.00
114813,19,1,0,41,0,33,6,53,0,4,28,0,15,238,8.00,5.00,1.00,0.00,2.00
114840,67,0,0,32,0,0,1,46,0,17,30,3,4,852,19.00,7.00,4.00,5.00,3.00
114859,15,0,0,62,0,10,12,87,0,1,1,0,11,174,21.11,9.78,1.00,10.33,0.00
114938,11,0,0,77,0,9,2,57,25,3,13,1,1,304,7.32,3.66,0.00,3.66,0.00
115001,46,0,0,53,0,0,1,65,0,1,9,10,15,210,16.96,7.00,3.00,6.96,0.00
115010,0,0,0,100,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
115083,8,0,0,66,0,8,17,39,11,0,47,2,0,454,4.50,2.50,2.00,0.00,0.00
115126,37,1,0,15,0,48,0,65,28,0,6,0,1,206,11.00,4.00,4.50,1.50,1.00
115214,51,19,1,16,0,0,13,30,6,10,7,0,46,9518,9.28,3.77,3.12,0.00,2.36
115296,28,0,0,49,0,24,0,70,22,2,4,0,2,240,9.00,4.00,3.00,2.00,0.00
115393,15,0,0,78,0,7,0,59,27,3,9,0,2,189,8.50,3.60,0.00,4.90,0.00
115409,33,1,1,52,0,8,5,35,9,8,42,1,6,1438,7.00,3.32,0.20,3.32,0.17
115728,10,0,0,72,0,5,14,62,0,2,26,0,10,628,13.00,4.00,1.00,0.00,8.00
115746,10,1,0,74,0,0,15,41,15,15,27,0,1,547,4.75,1.75,2.00,1.00,0.00
115755,36,3,1,47,0,0,14,48,24,2,13,6,7,606,25.79,8.50,1.00,13.00,3.29
115773,100,0,0,0,0,0,0,,,,,,,,1.00,0.00,0.00,1.00,0.00
115861,41,1,0,20,0,0,38,61,24,1,10,1,3,117,4.75,1.50,0.25,3.00,0.00
115931,0,0,0,14,0,4,82,,,,,,,,,,,,
116226,93,5,2,0,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
116439,7,1,0,72,0,12,8,66,33,0,1,0,0,157,10.86,4.61,6.25,0.00,0.00
116846,33,1,0,61,0,0,5,62,16,0,10,0,13,1382,3.05,1.38,1.00,0.67,0.00
117052,12,0,0,42,0,19,27,61,24,3,9,3,1,222,11.81,3.38,5.00,0.00,3.43
117104,7,0,0,89,0,0,3,40,12,1,34,11,2,555,4.30,1.30,1.00,0.00,2.00
117140,17,0,1,37,0,23,23,44,12,14,24,0,7,566,26.33,10.70,1.00,6.00,8.63
117168,11,1,1,87,0,0,0,46,12,3,22,2,15,294,5.10,2.00,0.00,1.00,2.10
117195,13,1,0,6,0,0,80,72,17,8,3,0,1,391,4.20,1.50,1.00,1.20,0.50
117247,91,2,0,7,0,0,0,62,29,1,7,0,1,316,15.00,7.00,0.00,8.00,0.00
117274,5,0,0,81,0,14,0,55,28,1,16,0,0,214,2.00,1.00,1.00,0.00,0.00
117283,51,0,48,0,0,0,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
117520,62,33,1,1,0,2,1,56,6,4,28,0,6,507,12.00,1.00,0.00,2.00,9.00
117557,3,0,0,84,0,3,10,63,11,1,21,0,3,377,6.00,1.00,1.00,0.00,4.00
117575,8,0,0,82,0,5,4,63,0,2,27,0,8,551,1.02,0.45,0.12,0.00,0.45
